,TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,TransactionDate,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,IsFraud,Income,Expenditure,GiftsTransaction,TransactionAmount,Cleaned_TransactionTime,Transaction_Time_of_Day
6864,6989,210,34,Male,Retired,High School,Single,2,2023-12-30,M004,Withdrawal,Sydney,Desktop,-20.917574,142.702789,0,73,1,52587.15,38033.86,3958.77,157.92,2024-09-14 13:40:08,Afternoon
6865,6043,3570,31,Male,Student,Bachelor,Married,4,2023-12-03,M008,Transfer,Melbourne,Mobile,-37.0201,144.9646,1,100,0,100655.74,71384.1,9532.4,1279.08,2024-09-14 20:36:36,Evening
6866,10808,535,24,Female,Professional,High School,Divorced,2,2023-10-02,M006,Purchase,Hobart,Mobile,-31.840233,145.612793,0,89,0,51983.8,21823.87,4020.49,201.66,2024-09-14 18:26:06,Evening
6867,8708,3664,31,Female,Student,Bachelor,Single,4,2023-07-13,M006,Purchase,Brisbane,Mobile,-20.917574,142.702789,0,60,0,71888.7,52008.03,19371.39,69.77,2024-09-14 23:33:15,Evening
6868,3168,2076,30,Male,Professional,Bachelor,Single,0,2023-04-26,M006,Purchase,Perth,Desktop,-19.491411,132.550964,0,89,0,36192.55,12536.62,2170.33,21.66,2024-09-14 11:23:46,Morning
6869,2949,454,25,Female,Student,High School,Married,1,2023-09-26,M004,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,36,0,36840.97,25715.78,2795.51,540.23,2024-09-14 09:04:45,Morning
6870,1424,2098,27,Male,Student,High School,Married,4,2023-10-11,M006,Purchase,Canberra,Tablet,-20.917574,142.702789,0,107,0,60676.0,32788.77,4964.37,232.71,2024-09-14 23:59:59,Night
6871,139,855,29,Female,Unemployed,Bachelor,Married,3,2023-11-04,M007,Purchase,Hobart,Desktop,-25.042261,117.793221,0,107,0,66516.83,41996.09,6228.21,120.66,2024-09-14 20:15:15,Evening
6872,10116,1224,46,Female,Professional,Bachelor,Married,1,2023-02-21,M003,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,54,0,137257.18,86573.05,11156.63,157.84,2024-09-14 07:04:52,Morning
6873,10570,3144,18,Male,Professional,Bachelor,Single,4,2023-12-25,M001,Transfer,Melbourne,Desktop,-37.0201,144.9646,0,88,0,37884.74,15969.19,4150.81,43.65,2024-09-14 03:15:12,Night
6874,3197,2626,43,Male,Professional,Bachelor,Married,4,2023-11-20,M008,Payment,Sydney,Tablet,-31.840233,145.612793,0,58,0,38842.08,22934.72,1631.35,114.93,2024-09-14 19:26:31,Evening
6875,5131,4224,39,Female,Professional,Bachelor,Married,3,2023-07-24,M001,Purchase,Hobart,Desktop,-31.840233,145.612793,0,30,0,89480.0,36563.98,3319.42,31.44,2024-09-14 11:31:24,Morning
6876,112,4574,51,Male,Professional,High School,Married,4,2023-03-03,M007,Purchase,Hobart,Mobile,-31.840233,145.612793,1,29,0,42292.75,13609.65,1146.87,623.57,2024-09-14 18:59:11,Evening
6877,8160,2696,36,Female,Retired,High School,Single,4,2023-12-16,M004,Purchase,Sydney,Desktop,-31.840233,145.612793,0,70,0,72013.6,42255.33,1333.39,26.31,2024-09-14 18:11:49,Evening
6878,17088,2413,49,Female,Unemployed,High School,Married,4,2023-10-29,M005,Transfer,Darwin,Desktop,-20.917574,142.702789,1,92,1,60330.32,27477.96,5330.64,1343.48,2024-09-14 02:44:23,Night
6879,4559,2787,20,Male,Student,Bachelor,Married,1,2023-08-19,M004,Withdrawal,Darwin,Desktop,-31.840233,145.612793,0,12,1,35364.16,21771.64,6335.99,228.6,2024-09-14 08:40:43,Morning
6880,4595,2708,37,Male,Unemployed,Bachelor,Single,4,2023-11-11,M002,Withdrawal,Darwin,Tablet,-31.840233,145.612793,1,34,1,84558.45,64713.34,17829.24,76.98,2024-09-14 18:09:08,Evening
6881,15859,879,31,Male,Professional,Bachelor,Single,0,2023-05-14,M006,Transfer,Hobart,Mobile,-37.0201,144.9646,0,91,0,40123.66,19558.07,8175.8,24.01,2024-09-14 10:48:58,Morning
6882,11442,2917,35,Male,Unemployed,High School,Single,3,2023-10-01,M002,Purchase,Adelaide,Desktop,-20.917574,142.702789,0,59,0,94100.04,44736.96,2977.2,51.49,2024-09-14 09:28:47,Morning
6883,4690,2556,36,Male,Professional,Bachelor,Married,2,2023-08-25,M006,Transfer,Perth,Mobile,-37.0201,144.9646,1,108,0,144557.87,44905.24,4578.07,13.38,2024-09-14 08:46:33,Morning
6884,11254,3147,35,Male,Student,High School,Married,1,2023-11-03,M006,Transfer,Darwin,Tablet,-37.0201,144.9646,0,33,0,33086.58,17502.47,47.65,220.52,2024-09-14 12:19:39,Afternoon
6885,7951,3442,18,Female,Student,High School,Single,1,2023-10-09,M004,Purchase,Darwin,Mobile,-20.917574,142.702789,0,24,1,27844.11,8719.21,1052.01,11.83,2024-09-14 04:15:22,Night
6886,17900,3589,45,Female,Student,Bachelor,Single,4,2023-12-02,M005,Purchase,Canberra,Mobile,-37.0201,144.9646,1,105,1,46713.95,15887.53,1557.48,86.0,2024-09-14 01:00:04,Night
6887,12738,1907,18,Female,Professional,High School,Married,0,2023-12-13,M005,Payment,Hobart,Mobile,-37.0201,144.9646,1,70,1,38816.8,23582.61,3717.98,384.52,2024-09-14 01:55:50,Night
6888,17963,3525,39,Female,Professional,Master,Married,1,2023-12-19,M002,Payment,Brisbane,Tablet,-30.000233,136.209152,0,36,0,103474.27,51539.03,6301.98,104.0,2024-09-14 23:46:53,Evening
6889,3277,4357,28,Female,Professional,High School,Single,4,2023-08-31,M004,Purchase,Darwin,Desktop,-37.0201,144.9646,0,72,0,87578.75,40045.65,3124.97,608.99,2024-09-14 09:56:38,Morning
6890,10758,4446,38,Female,Student,Master,Single,1,2023-02-09,M006,Purchase,Hobart,Mobile,-20.917574,142.702789,0,24,0,42550.43,15857.83,4248.18,57.26,2024-09-14 21:14:54,Evening
6891,15089,1019,32,Male,Professional,Master,Widowed,0,2023-12-07,M007,Payment,Adelaide,Mobile,-20.917574,142.702789,0,76,0,104561.36,68490.55,7948.12,675.32,2024-09-14 21:11:57,Evening
6892,4068,2021,33,Male,Professional,High School,Married,2,2023-04-02,M003,Transfer,Sydney,Mobile,-41.640079,146.315918,0,67,1,37902.13,12695.68,3229.22,70.1,2024-09-14 05:20:20,Night
6893,4408,739,43,Male,Professional,Bachelor,Married,1,2023-06-11,M008,Purchase,Adelaide,Mobile,-20.917574,142.702789,0,109,0,50934.97,30639.12,5072.6,366.06,2024-09-14 15:25:24,Afternoon
6894,14572,3161,38,Female,Professional,High School,Married,4,2023-07-11,M001,Transfer,Perth,Desktop,-31.840233,145.612793,0,44,0,83915.17,49631.65,125.5,16.76,2024-09-14 07:15:10,Morning
6895,16994,1719,30,Male,Professional,High School,Married,2,2023-11-19,M003,Withdrawal,Melbourne,Desktop,-35.473469,149.012375,1,40,0,44592.66,21523.95,3838.52,10.15,2024-09-14 16:06:07,Afternoon
6896,9729,4960,28,Male,Unemployed,Bachelor,Married,2,2023-12-29,M007,Withdrawal,Darwin,Mobile,-37.0201,144.9646,0,17,1,112915.74,34222.57,11166.96,31.45,2024-09-14 09:49:48,Morning
6897,11414,1086,36,Female,Student,High School,Married,3,2023-08-17,M008,Withdrawal,Perth,Desktop,-37.0201,144.9646,0,15,1,42607.68,20653.29,12468.05,260.72,2024-09-14 09:31:47,Morning
6898,10667,1040,27,Female,Unemployed,High School,Single,4,2023-07-13,M004,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,23,1,40481.35,27503.35,2081.17,1124.64,2024-09-14 03:51:11,Night
6899,451,4573,38,Female,Professional,Master,Single,2,2023-05-19,M001,Purchase,Adelaide,Desktop,-37.0201,144.9646,0,105,1,72440.43,28664.05,10547.72,1446.67,2024-09-14 03:10:49,Night
6900,7262,1646,53,Male,Student,High School,Single,4,2023-03-17,M005,Payment,Adelaide,Desktop,-37.0201,144.9646,0,37,0,26580.9,14936.18,1684.01,27.74,2024-09-14 19:40:28,Evening
6901,3731,2127,35,Male,Professional,High School,Married,0,2023-07-08,M007,Purchase,Perth,Mobile,-37.0201,144.9646,0,79,0,89806.51,65601.72,2940.47,54.2,2024-09-14 14:48:22,Afternoon
6902,7256,4127,45,Female,Professional,Bachelor,Single,4,2023-12-05,M003,Payment,Adelaide,Mobile,-37.0201,144.9646,1,87,1,57841.13,31616.63,405.01,476.86,2024-09-14 00:00:00,Night
6903,17335,665,35,Male,Professional,High School,Divorced,0,2023-05-25,M006,Purchase,Adelaide,Mobile,-20.917574,142.702789,0,66,0,84537.58,51403.33,6922.81,30.86,2024-09-14 08:30:41,Morning
6904,4986,2317,24,Male,Student,Master,Married,1,2023-07-22,M006,Transfer,Melbourne,Mobile,-31.840233,145.612793,0,56,0,92493.99,52814.29,1662.35,9.18,2024-09-14 08:27:21,Morning
6905,3663,1348,36,Female,Unemployed,Bachelor,Married,1,2023-10-25,M005,Purchase,Adelaide,Desktop,-25.042261,117.793221,0,20,0,17520.34,7284.26,368.72,41.36,2024-09-14 15:33:15,Afternoon
6906,2763,2284,39,Male,Professional,Master,Single,2,2023-09-29,M004,Withdrawal,Perth,Desktop,-20.917574,142.702789,0,33,1,58645.18,29677.08,3840.11,71.01,2024-09-14 05:21:26,Night
6907,8850,4583,45,Male,Professional,Bachelor,Married,4,2023-06-02,M002,Purchase,Darwin,Desktop,-20.917574,142.702789,0,69,1,63694.23,41395.59,3026.69,2295.97,2024-09-14 04:55:41,Night
6908,16270,1374,26,Male,Retired,Bachelor,Single,1,2023-08-17,M003,Payment,Brisbane,Desktop,-20.917574,142.702789,0,44,0,122190.96,95765.91,4312.53,797.7,2024-09-14 11:20:27,Morning
6909,15123,547,24,Male,Student,Bachelor,Widowed,0,2023-11-22,M002,Payment,Melbourne,Desktop,-31.840233,145.612793,0,116,0,25566.26,10874.02,1209.78,1594.89,2024-09-14 05:38:51,Night
6910,1855,4162,33,Male,Student,Bachelor,Married,1,2023-03-12,M002,Withdrawal,Hobart,Tablet,-25.042261,117.793221,0,19,1,85354.96,28828.75,6258.93,360.11,2024-09-14 07:59:15,Morning
6911,12812,3375,18,Female,Student,Bachelor,Single,0,2023-05-17,M007,Payment,Perth,Tablet,-37.0201,144.9646,0,40,1,92221.06,61643.79,3748.97,154.71,2024-09-14 03:58:51,Night
6912,999,4478,31,Female,Unemployed,High School,Married,1,2023-11-16,M001,Transfer,Melbourne,Desktop,-31.840233,145.612793,1,113,0,38358.95,27061.26,623.44,388.57,2024-09-14 01:08:22,Night
6913,389,3853,38,Female,Student,Bachelor,Married,4,2023-07-21,M008,Transfer,Canberra,Mobile,-31.840233,145.612793,0,112,0,25376.97,16596.74,2606.9,154.65,2024-09-14 10:25:50,Morning
6914,11599,2569,39,Male,Student,High School,Single,0,2023-12-06,M008,Purchase,Darwin,Tablet,-25.042261,117.793221,1,12,0,57427.16,35859.76,3827.04,89.63,2024-09-14 19:42:02,Evening
6915,6426,2180,42,Female,Professional,High School,Widowed,2,2023-04-09,M008,Withdrawal,Perth,Mobile,-37.0201,144.9646,0,75,1,74562.75,42184.96,4960.8,622.23,2024-09-14 10:42:58,Morning
6916,1476,3289,23,Female,Professional,PhD,Married,2,2023-01-09,M005,Purchase,Perth,Desktop,-37.0201,144.9646,0,52,1,116392.31,56056.53,7536.08,14.38,2024-09-14 03:04:24,Night
6917,2240,3713,35,Male,Student,Bachelor,Married,3,2023-07-15,M004,Purchase,Hobart,Mobile,-37.0201,144.9646,0,36,0,73708.6,47648.14,506.78,62.15,2024-09-14 07:38:40,Morning
6918,10578,1916,33,Female,Student,Bachelor,Single,1,2023-12-10,M008,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,13,0,48587.65,33997.25,5958.13,156.89,2024-09-14 09:48:17,Morning
6919,17513,705,46,Female,Professional,Bachelor,Widowed,4,2023-08-20,M006,Withdrawal,Sydney,Desktop,-37.0201,144.9646,1,25,1,32071.71,21166.57,5324.54,43.82,2024-09-14 17:52:59,Afternoon
6920,8112,226,27,Male,Student,Bachelor,Single,3,2023-12-09,M005,Withdrawal,Darwin,Desktop,-20.917574,142.702789,0,116,1,38826.33,26894.33,108.39,628.37,2024-09-14 06:48:46,Morning
6921,992,1387,46,Female,Retired,Bachelor,Married,1,2023-11-12,M001,Purchase,Hobart,Mobile,-31.840233,145.612793,0,36,0,35136.15,24551.85,4612.25,1036.27,2024-09-14 11:49:08,Morning
6922,7032,3965,31,Male,Professional,High School,Single,3,2023-10-12,M004,Withdrawal,Hobart,Desktop,-30.000233,136.209152,1,71,1,25740.79,12842.67,2118.78,690.24,2024-09-14 18:00:24,Evening
6923,4997,351,28,Female,Student,Bachelor,Single,3,2023-02-28,M008,Withdrawal,Canberra,Desktop,-37.0201,144.9646,0,81,1,46175.02,32904.95,2138.07,134.61,2024-09-14 23:08:50,Evening
6924,3922,980,35,Female,Student,Bachelor,Married,2,2023-10-20,M007,Purchase,Darwin,Mobile,-37.0201,144.9646,0,10,0,55872.42,42770.25,8697.62,486.19,2024-09-14 12:26:00,Afternoon
6925,2972,2502,31,Female,Retired,High School,Married,3,2023-12-14,M006,Withdrawal,Canberra,Mobile,-31.840233,145.612793,0,117,1,78001.49,33197.44,12055.45,12.45,2024-09-14 06:46:31,Morning
6926,11578,1689,45,Male,Professional,Bachelor,Single,0,2023-09-06,M006,Payment,Melbourne,Mobile,-20.917574,142.702789,0,100,0,76446.52,33203.67,9990.37,240.83,2024-09-14 06:04:39,Morning
6927,6871,3765,22,Female,Professional,Bachelor,Divorced,0,2023-06-28,M002,Purchase,Melbourne,Desktop,-25.042261,117.793221,0,14,0,50069.05,18704.01,1915.21,253.27,2024-09-14 06:45:31,Morning
6928,14211,2051,26,Male,Unemployed,Bachelor,Married,4,2023-12-12,M005,Purchase,Melbourne,Desktop,-31.840233,145.612793,1,112,0,116587.61,61086.09,23025.26,154.49,2024-09-14 15:49:05,Afternoon
6929,17555,3998,33,Male,Professional,Master,Divorced,0,2023-12-05,M006,Transfer,Sydney,Mobile,-20.917574,142.702789,0,93,1,69266.8,27949.65,3791.7,25.03,2024-09-14 02:53:01,Night
6930,15493,2383,48,Female,Unemployed,Bachelor,Married,2,2023-01-11,M007,Purchase,Sydney,Tablet,-37.0201,144.9646,1,65,1,68517.91,31935.52,13049.42,768.39,2024-09-14 03:37:50,Night
6931,4769,123,44,Female,Professional,Master,Married,2,2023-05-19,M001,Payment,Darwin,Desktop,-37.0201,144.9646,0,24,1,39008.57,24373.25,2453.72,18.27,2024-09-14 02:15:53,Night
6932,1293,899,24,Female,Student,Master,Married,1,2023-05-30,M005,Payment,Brisbane,Tablet,-31.840233,145.612793,1,104,1,50696.0,30589.71,2420.95,185.71,2024-09-14 02:22:31,Night
6933,10016,927,26,Female,Student,Bachelor,Single,2,2023-11-16,M008,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,1,76,0,158381.49,63795.52,1863.43,226.9,2024-09-14 16:01:08,Afternoon
6934,11065,3772,18,Male,Retired,High School,Single,3,2023-09-21,M007,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,0,10,1,47239.71,17518.63,7940.29,25.72,2024-09-14 23:04:27,Evening
6935,4173,1315,54,Female,Professional,Bachelor,Single,2,2023-08-01,M003,Payment,Perth,Mobile,-31.840233,145.612793,1,37,1,165854.82,91933.32,32758.68,17.67,2024-09-14 04:39:50,Night
6936,2535,2553,35,Male,Professional,High School,Married,3,2023-10-09,M003,Purchase,Melbourne,Mobile,-25.042261,117.793221,0,10,0,14369.15,6319.55,2486.28,27.92,2024-09-14 15:35:38,Afternoon
6937,17507,721,42,Female,Student,Bachelor,Married,2,2023-10-07,M007,Withdrawal,Sydney,Desktop,-31.840233,145.612793,0,104,1,69897.04,49919.56,2200.04,89.83,2024-09-14 20:40:54,Evening
6938,1907,3916,31,Female,Student,High School,Single,4,2023-06-07,M003,Purchase,Melbourne,Mobile,-37.0201,144.9646,0,80,0,40520.11,16975.1,4144.77,1248.01,2024-09-14 10:01:48,Morning
6939,16687,65,21,Female,Professional,Bachelor,Divorced,1,2023-12-12,M006,Purchase,Adelaide,Mobile,-37.0201,144.9646,1,100,1,53705.83,42435.73,3826.96,50.66,2024-09-14 01:42:43,Night
6940,4946,2924,44,Male,Student,High School,Single,3,2023-08-12,M004,Purchase,Hobart,Mobile,-20.917574,142.702789,1,21,0,48092.69,27060.41,1103.38,226.47,2024-09-14 20:20:28,Evening
6941,8560,2315,31,Male,Professional,High School,Married,1,2023-12-26,M002,Withdrawal,Brisbane,Mobile,-25.042261,117.793221,0,6,1,70090.35,49408.28,20858.08,143.81,2024-09-14 10:32:19,Morning
6942,6033,2617,30,Male,Student,High School,Single,2,2023-04-26,M001,Purchase,Adelaide,Mobile,-37.0201,144.9646,0,49,0,66877.12,49218.36,6744.14,88.44,2024-09-14 20:32:38,Evening
6943,7619,1516,38,Male,Professional,High School,Single,3,2023-07-19,M003,Purchase,Hobart,Mobile,-37.0201,144.9646,0,95,0,57529.97,31230.02,3340.09,29.72,2024-09-14 08:19:09,Morning
6944,1151,580,36,Male,Professional,Bachelor,Single,2,2023-09-15,M001,Purchase,Sydney,Mobile,-37.0201,144.9646,0,96,0,129331.32,96051.68,24907.66,69.37,2024-09-14 14:13:41,Afternoon
6945,1567,797,27,Male,Student,Bachelor,Married,1,2023-10-11,M001,Payment,Melbourne,Desktop,-25.042261,117.793221,0,26,0,66937.45,47551.8,7918.36,147.12,2024-09-14 13:08:49,Afternoon
6946,3171,978,18,Female,Unemployed,PhD,Single,1,2023-01-07,M007,Purchase,Melbourne,Mobile,-31.840233,145.612793,1,91,0,22138.06,17665.54,2516.89,404.12,2024-09-14 11:15:18,Morning
6947,16677,362,49,Female,Retired,High School,Married,3,2023-12-23,M004,Purchase,Perth,Desktop,-37.0201,144.9646,0,11,0,53296.69,37884.13,804.26,69.28,2024-09-14 15:06:43,Afternoon
6948,9689,434,32,Female,Retired,High School,Married,4,2023-10-02,M007,Purchase,Hobart,Mobile,-31.840233,145.612793,1,67,0,55167.16,18380.59,5618.46,150.99,2024-09-14 09:23:50,Morning
6949,7106,4110,18,Male,Student,Bachelor,Single,2,2023-12-13,M007,Payment,Perth,Desktop,-30.000233,136.209152,0,26,0,94592.52,65405.75,1113.26,26.64,2024-09-14 21:46:28,Evening
6950,17238,67,35,Female,Student,High School,Divorced,2,2023-12-19,M003,Payment,Adelaide,Mobile,-41.640079,146.315918,0,84,1,56423.62,25433.09,9084.56,3.22,2024-09-14 02:00:23,Night
6951,4160,3549,18,Female,Student,Master,Single,2,2023-11-22,M004,Purchase,Brisbane,Desktop,-31.840233,145.612793,0,80,0,49673.62,15622.09,7551.76,57.58,2024-09-14 06:48:13,Morning
6952,4287,4890,42,Male,Unemployed,Master,Married,4,2023-09-26,M006,Transfer,Brisbane,Tablet,-31.840233,145.612793,0,62,0,96477.5,55564.86,2094.32,348.83,2024-09-14 09:52:11,Morning
6953,2230,238,29,Female,Student,Bachelor,Married,4,2023-12-27,M001,Withdrawal,Darwin,Desktop,-31.840233,145.612793,1,39,1,53755.25,28504.43,4515.86,43.02,2024-09-14 13:46:37,Afternoon
6954,15224,3153,50,Male,Unemployed,High School,Single,3,2023-06-21,M005,Purchase,Sydney,Desktop,-20.917574,142.702789,0,49,0,92084.17,74947.74,459.75,728.76,2024-09-14 23:59:01,Evening
6955,174,2391,36,Male,Professional,Bachelor,Single,2,2023-05-31,M006,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,57,0,83792.92,29021.67,32607.87,174.89,2024-09-14 22:12:06,Evening
6956,1903,3942,47,Male,Retired,Bachelor,Married,3,2023-11-03,M007,Payment,Perth,Desktop,-37.0201,144.9646,0,12,0,50683.07,36329.15,4663.27,39.2,2024-09-14 15:19:14,Afternoon
6957,9291,816,18,Male,Unemployed,Bachelor,Single,3,2023-12-04,M002,Purchase,Hobart,Tablet,-31.840233,145.612793,0,13,1,92306.98,62523.62,13817.39,31.93,2024-09-14 03:05:40,Night
6958,8752,1547,23,Female,Unemployed,PhD,Married,0,2023-11-25,M001,Purchase,Sydney,Tablet,-30.000233,136.209152,0,91,0,81916.76,48992.61,8045.33,274.11,2024-09-14 17:06:54,Afternoon
6959,18109,316,19,Female,Professional,Bachelor,Married,0,2023-06-16,M007,Purchase,Canberra,Mobile,-37.0201,144.9646,0,39,0,52843.32,22527.12,8161.54,473.98,2024-09-14 23:24:08,Evening
6960,3408,2175,43,Male,Retired,PhD,Widowed,4,2023-06-30,M001,Transfer,Melbourne,Mobile,-37.0201,144.9646,0,30,0,20721.63,12591.82,471.85,545.93,2024-09-14 16:32:00,Afternoon
6961,1538,4672,36,Male,Student,High School,Single,0,2023-01-08,M007,Purchase,Canberra,Mobile,-20.917574,142.702789,0,54,1,93501.23,39802.18,43.16,193.85,2024-09-14 02:45:27,Night
6962,2292,2563,35,Male,Student,High School,Married,2,2023-11-29,M005,Purchase,Darwin,Mobile,-31.840233,145.612793,0,59,1,69667.7,46004.0,13863.24,20.39,2024-09-14 02:28:37,Night
6963,9523,958,51,Male,Unemployed,Bachelor,Married,1,2023-04-05,M003,Withdrawal,Brisbane,Desktop,-37.0201,144.9646,0,38,1,76101.24,45456.9,16598.77,354.71,2024-09-14 14:53:43,Afternoon
6964,1363,1735,20,Female,Professional,PhD,Widowed,1,2023-10-23,M001,Transfer,Hobart,Desktop,-30.000233,136.209152,0,48,0,76715.79,59773.35,6254.4,56.47,2024-09-14 10:15:13,Morning
6965,4357,3693,29,Male,Professional,Master,Single,3,2023-03-24,M001,Transfer,Perth,Mobile,-37.0201,144.9646,1,22,0,52380.1,30007.45,2241.44,47.42,2024-09-14 16:53:41,Afternoon
6966,15131,3880,35,Male,Unemployed,High School,Married,1,2023-06-02,M008,Withdrawal,Perth,Desktop,-37.0201,144.9646,0,25,1,68908.82,31506.04,26990.72,413.49,2024-09-14 12:35:57,Afternoon
6967,5260,229,25,Male,Professional,High School,Married,4,2023-10-20,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,0,90,1,61082.79,37302.17,4161.37,722.92,2024-09-14 05:00:19,Night
6968,15337,382,35,Female,Student,High School,Single,0,2023-08-31,M006,Purchase,Canberra,Mobile,-37.0201,144.9646,0,11,0,78404.02,40887.5,6948.17,387.62,2024-09-14 10:09:11,Morning
6969,15597,971,33,Female,Unemployed,High School,Divorced,3,2023-11-17,M005,Purchase,Brisbane,Mobile,-31.840233,145.612793,1,70,1,51135.94,15854.39,3683.72,208.04,2024-09-14 01:27:41,Night
6970,680,2354,32,Male,Professional,High School,Single,3,2023-12-27,M008,Purchase,Darwin,Mobile,-37.0201,144.9646,0,99,0,32075.48,17515.36,4259.75,124.89,2024-09-14 12:54:03,Afternoon
6971,13050,2426,39,Female,Retired,High School,Single,2,2023-10-01,M005,Purchase,Sydney,Mobile,-30.000233,136.209152,0,108,0,68185.69,37538.19,3128.14,673.63,2024-09-14 23:12:00,Evening
6972,16239,959,49,Male,Student,Master,Married,4,2023-06-06,M008,Transfer,Melbourne,Desktop,-31.840233,145.612793,1,100,0,29230.59,18735.1,2760.55,269.86,2024-09-14 11:32:10,Morning
6973,3664,3349,34,Male,Retired,Bachelor,Single,1,2023-09-28,M002,Purchase,Darwin,Desktop,-37.0201,144.9646,1,48,0,80504.69,42432.42,110.09,112.06,2024-09-14 16:40:07,Afternoon
6974,1661,4505,45,Male,Retired,Bachelor,Married,4,2023-09-09,M008,Purchase,Melbourne,Mobile,-20.917574,142.702789,1,19,0,84475.87,64293.0,6816.84,134.25,2024-09-14 18:05:12,Evening
6975,508,3806,37,Female,Retired,Bachelor,Married,1,2023-08-12,M006,Purchase,Canberra,Tablet,-31.840233,145.612793,0,86,0,38990.15,23079.75,999.35,130.78,2024-09-14 09:26:23,Morning
6976,166,4948,34,Male,Retired,Bachelor,Married,2,2023-06-26,M008,Purchase,Sydney,Mobile,-19.491411,132.550964,0,5,1,85488.06,56532.58,5704.15,109.36,2024-09-14 02:26:02,Night
6977,13689,4231,35,Female,Professional,Bachelor,Single,3,2023-04-13,M001,Transfer,Perth,Desktop,-37.0201,144.9646,0,69,0,124260.22,48114.7,24754.02,92.91,2024-09-14 14:02:38,Afternoon
6978,16683,2933,43,Male,Professional,High School,Single,3,2023-12-18,M006,Transfer,Adelaide,Mobile,-31.840233,145.612793,0,52,0,59968.15,37417.47,1903.13,112.66,2024-09-14 06:32:55,Morning
6979,9198,3682,21,Female,Professional,High School,Married,0,2023-06-29,M001,Payment,Melbourne,Mobile,-20.917574,142.702789,1,53,0,83846.36,58428.98,12944.35,34.2,2024-09-14 20:35:04,Evening
